transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
657,22,3190,2017-02-21,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000004,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
668,69,3190,2017-03-03,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
5829,90,3190,2017-07-26,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,72.59999999999997,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
12019,89,3190,2017-05-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,1305.25,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
14366,86,3190,2017-07-03,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
14445,94,3190,2017-09-29,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
17536,9,3190,2017-07-21,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,75.13999999999999,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
18041,27,3190,2017-04-01,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999996,Lizabeth,Carswell,Female,18,1985-02-05,Missing,Missing,Affluent Customer,N,No,15.0,39
658,30,3076,2017-06-04,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,32
4063,34,3076,2017-03-02,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,32
4157,26,3076,2017-03-16,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,37698.0,1230.3000000000002,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,32
6828,66,3076,2017-05-04,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,64.92999999999995,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,32
659,0,2240,2017-04-18,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0,15.080000000000004,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
2087,69,2240,2017-10-22,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339.0,445.2099999999999,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
3575,97,2240,2017-05-31,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
4067,11,2240,2017-09-09,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,195.33999999999992,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
6019,0,2240,2017-11-09,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0,72.59999999999997,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
10736,0,2240,2017-10-09,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37668.0,133.38,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
11064,82,2240,2017-11-29,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115.0,709.34,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
11164,92,2240,2017-10-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,1630.25,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
12755,36,2240,2017-09-09,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,1215.34,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
14026,58,2240,2017-05-28,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,33259.0,450.77,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
14863,35,2240,2017-06-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,448.68,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
18241,14,2240,2017-05-16,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,36668.0,737.1700000000001,Niall,Hallifax,Male,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,54
660,87,2814,2017-12-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,High Net Worth,N,Yes,18.0,38
8705,0,2814,2017-01-13,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,167.20999999999998,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,High Net Worth,N,Yes,18.0,38
10284,61,2814,2017-02-18,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42226.0,64.50999999999999,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,High Net Worth,N,Yes,18.0,38
13857,79,2814,2017-07-17,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38206.0,1408.91,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,High Net Worth,N,Yes,18.0,38
661,87,29,2017-09-16,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,471.6,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
1898,80,29,2017-03-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
7093,84,29,2017-08-22,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
7691,65,29,2017-10-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
10676,53,29,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,693.76,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
14982,38,29,2017-12-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,751.02,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
16431,44,29,2017-08-30,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
19016,80,29,2017-04-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
19532,46,29,2017-01-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,Mass Customer,N,No,19.0,55
662,41,2072,2017-07-26,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,36498.0,104.24,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
2278,5,2072,2017-07-23,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
2917,90,2072,2017-11-29,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,72.59999999999997,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
2994,41,2072,2017-12-09,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,39427.0,104.24,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
7767,13,2072,2017-10-15,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,40303.0,574.6200000000001,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
8474,3,2072,2017-10-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999995,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
9940,50,2072,2017-01-16,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0,43.97,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
11807,49,2072,2017-12-22,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823.0,133.38,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
13466,51,2072,2017-07-09,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,39915.0,802.26,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
15143,96,2072,2017-07-02,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,129.01,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
16621,90,2072,2017-04-01,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,72.59999999999997,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
16782,66,2072,2017-12-03,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,64.92999999999995,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
18112,60,2072,2017-11-27,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0,217.51,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,63
663,71,2486,2017-05-15,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000001,Alaine,Halbord,Female,77,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,69
1763,1,2486,2017-03-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Alaine,Halbord,Female,77,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,69
664,100,2383,2017-01-21,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,830.2399999999999,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
756,60,2383,2017-07-14,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
1239,73,2383,2017-02-18,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
1959,42,2383,2017-06-20,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,199.0999999999999,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
2060,82,2383,2017-12-09,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,459.46000000000015,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
4391,75,2383,2017-01-14,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
6564,83,2383,2017-12-02,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
13035,28,2383,2017-05-16,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,133.7800000000002,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
14194,19,2383,2017-08-24,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,45
666,62,2777,2017-02-16,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,40410.0,179.44,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,26
3243,35,2777,2017-09-18,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618.0,903.11,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,26
5041,18,2777,2017-08-19,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,40670.0,143.82,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,26
9212,30,2777,2017-05-18,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33888.0,299.27,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,26
17996,68,2777,2017-08-20,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996.0,1592.19,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,26
19048,47,2777,2017-03-28,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,39915.0,189.28,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,26
667,72,3109,2017-06-14,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37873.0,90.09999999999997,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,65
1399,40,3109,2017-07-14,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672.0,583.2700000000001,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,65
9000,42,3109,2017-03-23,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,38991.0,199.0999999999999,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,65
10157,85,3109,2017-06-15,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,38206.0,547.28,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,65
16545,44,3109,2017-02-23,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0,1660.88,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,65
669,68,3420,2017-04-07,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0,1592.19,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
4322,47,3420,2017-02-16,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0,189.28,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
4439,67,3420,2017-12-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,33879.0,167.20999999999998,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
7186,71,3420,2017-09-30,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,36668.0,737.1700000000001,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
10497,65,3420,2017-07-05,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710.0,1028.76,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
10913,4,3420,2017-11-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
13137,84,3420,2017-07-24,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
15146,78,3420,2017-03-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38339.0,1055.82,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
17188,21,3420,2017-04-22,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
18658,51,3420,2017-04-15,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33259.0,802.26,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
19874,2,3420,2017-05-28,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,17.869999999999997,Norby,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,43
670,5,112,2017-01-29,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0,451.6500000000001,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,48
3011,35,112,2017-06-19,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667.0,448.68,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,48
4333,46,112,2017-05-21,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36146.0,1544.61,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,48
9689,6,112,2017-11-13,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0,299.27,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,48
10122,38,112,2017-02-22,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779.0,1702.5499999999995,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,48
16726,40,112,2017-01-24,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40649.0,1295.43,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12.0,48
671,67,2874,2017-04-09,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,167.20999999999998,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
1195,40,2874,2017-09-21,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
3532,51,2874,2017-09-02,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
4846,68,2874,2017-05-01,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
5991,77,2874,2017-04-05,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
10197,79,2874,2017-06-07,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
12829,26,2874,2017-01-20,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
13200,96,2874,2017-01-21,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,129.01,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
14226,32,2874,2017-10-31,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,431.33,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
17030,24,2874,2017-05-24,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,957.02,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
19255,93,2874,2017-05-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,46
673,61,1952,2017-07-08,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,34143.0,14.229999999999997,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
4151,15,1952,2017-08-25,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,40303.0,209.84000000000003,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
4711,66,1952,2017-05-25,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,37499.0,64.92999999999995,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
8928,24,1952,2017-02-02,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,957.02,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
14281,70,1952,2017-06-16,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,198.29,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
16220,50,1952,2017-01-22,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707.0,43.97,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
16950,51,1952,2017-10-15,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33259.0,802.26,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
17035,5,1952,2017-07-08,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,33549.0,114.93,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
17137,2,1952,2017-03-18,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40649.0,17.869999999999997,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
17317,82,1952,2017-05-16,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38482.0,459.46000000000015,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,50
674,69,1618,2017-12-02,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Andee,Scardifeild,Female,90,1966-03-01,Senior Developer,Missing,Mass Customer,N,No,19.0,57
6728,77,1618,2017-11-17,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999,Andee,Scardifeild,Female,90,1966-03-01,Senior Developer,Missing,Mass Customer,N,No,19.0,57
675,0,1817,2017-07-05,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
10514,2,1817,2017-03-23,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
11857,5,1817,2017-06-20,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
13079,4,1817,2017-08-31,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,1383.61,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
13169,11,1817,2017-03-08,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,195.33999999999992,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
14403,28,1817,2017-11-07,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
14683,0,1817,2017-11-21,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,198.29,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
16277,0,1817,2017-11-29,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000004,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
16632,61,1817,2017-09-30,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
17761,0,1817,2017-06-24,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Missing,High Net Worth,N,No,19.0,48
